z,th,score,pass
500,0.4,87.663724982019,1
500,0.5,86.766571965122,1
500,0.6,86.6469643718386,1
500,0.7,86.6752161327586,1
500,0.8,86.6307179343456,1
500,0.9,86.4373255742104,1
500,1,86.4912182173998,1
500,1.1,87.10449829463,1
500,1.2,88.2396814586862,1
650,-3,0,0
650,-2.9,0,0
650,-2.8,0,0
650,-2.7,90.3474794774044,1
650,-2.6,91.3199383799507,1
650,-2.5,92.3405875726158,1
650,-2.4,93.1302857316979,1
650,-2.3,93.6089319624221,1
650,-2.2,93.8120743013474,1
650,-2.1,93.937085657752,1
650,-2,94.0476188173732,1
650,-1.9,93.992290806038,1
650,-1.8,93.4121422352229,1
650,-1.7,94.3333312635809,1
650,-1.6,94.2548353602267,1
650,-1.5,94.17599244506,1
650,-1.4,87.0085658428325,1
650,-1.3,86.0071054254928,1
650,-1.2,88.211280002631,1
650,-1.1,87.0401089809495,1
650,-1,86.9209159473926,1
650,-0.9,86.79793491741,1
650,-0.8,86.8050824083021,1
650,-0.7,86.8952591299924,1
650,-0.6,86.9685139241033,1
650,-0.5,86.6793236239922,1
650,-0.4,86.3897429351535,1
650,-0.3,87.5801670536467,1
650,-0.2,88.9523109374515,1
650,-0.0999999999999996,90.3484277124865,1
650,0,91.880899087395,1
650,0.0999999999999996,90.3546729029689,1
650,0.2,88.95032571133,1
650,0.3,87.5587478409366,1
650,0.4,86.3553338837342,1
650,0.5,86.7093802749906,1
650,0.6,86.7208409531045,1
650,0.7,86.86211585188,1
650,0.8,86.83246748713,1
650,0.9,86.8041866017351,1
650,1,86.9417973832318,1
650,1.1,87.0672535335108,1
650,1.2,87.9149048139929,1
650,1.3,88.5897405102418,1
650,1.4,88.0986422223197,1
650,1.5,94.1748494520626,1
650,1.6,94.2487460912687,1
650,1.7,94.2184516049814,1
650,1.8,93.8395571886321,1
650,1.9,92.180455973273,1
650,2,94.489602437259,1
650,2.1,92.3052113808827,1
650,2.2,94.3271483121791,1
650,2.3,0,0
650,2.4,93.7926229294304,1
650,2.5,93.7295585636126,1
650,2.6,92.9521669586628,1
650,2.7,0,0
650,2.8,0,0
650,2.9,0,0
650,3,0,0
800,-3,0,0
800,-2.9,0,0
800,-2.8,0,0
800,-2.7,84.8555675747553,1
800,-2.6,92.7090002574861,1
800,-2.5,93.353601749516,1
800,-2.4,93.4799306858225,1
800,-2.3,93.7085273286304,1
800,-2.2,93.835202819093,1
800,-2.1,93.9157264579229,1
800,-2,94.0265901704588,1
800,-1.9,93.8707545900287,1
800,-1.8,93.7545042960411,1
800,-1.7,94.3709904594166,1
800,-1.6,94.2586799350913,1
800,-1.5,94.1547261664291,1
800,-1.4,88.7351744955866,1
800,-1.3,87.6621181571482,1
800,-1.2,88.0008288470469,1
800,-1.1,86.9683064001374,1
800,-1,86.200225437185,1
800,-0.9,86.1540819767477,1
800,-0.8,87.0845493987489,1
800,-0.7,87.56794376847,1
800,-0.6,87.3168075914781,1
800,-0.5,87.771637999577,1
800,-0.4,87.4726017998624,1
800,-0.3,88.0478648698064,1
800,-0.2,88.7283617261579,1
800,-0.0999999999999996,89.3993385208029,1
800,0,90.1928606646938,1
800,0.0999999999999996,89.3982852179159,1
800,0.2,88.6487251056831,1
800,0.3,88.0592260326457,1
800,0.4,87.4777841246452,1
800,0.5,87.7890225812729,1
800,0.6,87.7227451028803,1
800,0.7,87.5188077850765,1
800,0.8,87.0496529734421,1
800,0.9,86.0681345072877,1
800,1,86.210199773441,1
800,1.1,86.9452282647002,1
800,1.2,87.8193209380159,1
800,1.3,88.4371140572628,1
800,1.4,88.7653845582587,1
800,1.5,94.1648068122877,1
800,1.6,94.2371181585596,1
800,1.7,94.1929126426504,1
800,1.8,93.834825639908,1
800,1.9,87.3891549900977,1
800,2,93.6555137014376,1
800,2.1,0,0
800,2.2,95.1516835799207,1
800,2.3,63.6420402450262,1
800,2.4,0,0
800,2.5,93.8016021925763,1
800,2.6,93.4844065783403,1
800,2.7,93.2351906494349,1
800,2.8,0,0
800,2.9,0,0
800,3,0,0
900,-3,0,0
900,-2.9,0,0
900,-2.8,0,0
900,-2.7,0,0
900,-2.6,91.7708211182749,1
900,-2.5,93.3820109394366,1
900,-2.4,93.473500451422,1
900,-2.3,93.6512701104372,1
900,-2.2,93.7533719751967,1
900,-2.1,93.8104278283825,1
900,-2,93.9798900993674,1
900,-1.9,93.4439065102029,1
900,-1.8,93.6854889694088,1
900,-1.7,94.3317795094645,1
900,-1.6,94.1773988126872,1
900,-1.5,94.0679822049516,1
900,-1.4,88.5602271272206,1
900,-1.3,88.7537902112577,1
900,-1.2,87.2294120876336,1
900,-1.1,85.7640265731285,1
900,-1,86.1063623622878,1
900,-0.9,86.9319889960046,1
900,-0.8,87.1380428523276,1
900,-0.7,87.9374390659015,1
900,-0.6,88.1397065203502,1
900,-0.5,88.286682328583,1
900,-0.4,88.3021688557372,1
900,-0.3,88.7043579465652,1
900,-0.2,89.0727960577807,1
900,-0.0999999999999996,89.2496879480417,1
900,0,89.4364315558827,1
900,0.0999999999999996,89.4239449809464,1
900,0.2,88.9675029362983,1
900,0.3,88.6411656494718,1
900,0.4,88.426209754327,1
900,0.5,88.2947972066911,1
900,0.6,87.9387128920057,1
900,0.7,87.9070388703272,1
900,0.8,87.5589352858662,1
900,0.9,86.9576372012072,1
900,1,85.8961643407803,1
900,1.1,85.7300965746004,1
900,1.2,86.9642719938164,1
900,1.3,87.955204252347,1
900,1.4,88.4379975586884,1
900,1.5,94.0141673987099,1
900,1.6,94.168435142775,1
900,1.7,94.1325312775285,1
900,1.8,93.7653218484944,1
900,1.9,85.4696324873448,1
900,2,93.7578844018474,1
900,2.1,93.1784074152752,1
900,2.2,94.7317507636291,1
900,2.3,0,0
900,2.4,0,0
900,2.5,93.7493708142849,1
900,2.6,93.4876852544686,1
900,2.7,92.660472275297,1
900,2.8,0,0
900,2.9,60.8279280147218,1
900,3,0,0
1000,-3,0,0
1000,-2.9,0,0
1000,-2.8,0,0
1000,-2.7,63.6050899317823,1
1000,-2.6,90.879362405574,1
1000,-2.5,93.0891153670113,1
1000,-2.4,93.3395587851394,1
1000,-2.3,93.4167826945383,1
1000,-2.2,93.4219647180769,1
1000,-2.1,93.4231574768318,1
1000,-2,93.624707098046,1
1000,-1.9,92.6332414898058,1
1000,-1.8,93.4082397837967,1
1000,-1.7,93.9873544921895,1
1000,-1.6,93.7804230348657,1
1000,-1.5,93.686512577796,1
1000,-1.4,87.9307088115994,1
1000,-1.3,83.9626903932037,1
1000,-1.2,85.352552897822,1
1000,-1.1,85.7237077918246,1
1000,-1,86.6624426765368,1
1000,-0.9,87.3620754226277,1
1000,-0.8,87.7966997326323,1
1000,-0.7,88.0208480126695,1
1000,-0.6,88.306055996941,1
1000,-0.5,88.3209225093953,1
1000,-0.4,88.7019619102614,1
1000,-0.3,88.5474693417708,1
1000,-0.2,89.0462843462548,1
1000,-0.0999999999999996,89.5638774904202,1
1000,0,89.4713499935025,1
1000,0.0999999999999996,89.0106414955778,1
1000,0.2,89.0718966667338,1
1000,0.3,88.8589709629101,1
1000,0.4,88.5356017752843,1
1000,0.5,88.0590712805708,1
1000,0.6,88.316568749858,1
1000,0.7,87.7026160589454,1
1000,0.8,87.6375660194814,1
1000,0.9,87.3064584694236,1
1000,1,86.7448452642118,1
1000,1.1,85.8401812577885,1
1000,1.2,85.0317557436886,1
1000,1.3,86.7251422226178,1
1000,1.4,87.7381898803791,1
1000,1.5,93.652983226024,1
1000,1.6,93.7730025489456,1
1000,1.7,93.7937912966897,1
1000,1.8,93.4718920852977,1
1000,1.9,83.3559003094355,1
1000,2,93.4431829799286,1
1000,2.1,69.2540865896194,1
1000,2.2,94.0879857195312,1
1000,2.3,0,0
1000,2.4,0,0
1000,2.5,93.5384798516056,1
1000,2.6,93.3748905075556,1
1000,2.7,92.0979528680257,1
1000,2.8,0,0
1000,2.9,0,0
1000,3,0,0
1200,-3,0,0
1200,-2.9,0,0
1200,-2.8,0,0
1200,-2.7,0,0
1200,-2.6,88.9969844704358,1
1200,-2.5,92.2555345600418,1
1200,-2.4,92.0034188567912,1
1200,-2.3,91.4464795743411,1
1200,-2.2,91.6790519430536,1
1200,-2.1,91.7722406445654,1
1200,-2,92.2641910623308,1
1200,-1.9,91.686975042035,1
1200,-0.0999999999999996,88.9709838645568,1
1200,0,89.4432458109736,1
1200,0.0999999999999996,88.5886281325345,1
1200,1.9,81.4711785262003,1
1200,2,92.1880125526681,1
1200,2.1,90.3200648841097,1
1200,2.2,92.7966441267307,1
1200,2.3,90.5539950037288,1
1200,2.4,0,0
1200,2.5,91.8541903666631,1
1200,2.6,92.1171625380845,1
1200,2.7,90.9370383262738,1
1200,2.8,0,0
1200,2.9,0,0
1200,3,0,0
1500,-3,0,0
1500,-2.9,0,0
1500,-2.8,0,0
1500,-2.7,0,0
1500,-2.6,88.1818611150923,1
1500,-2.5,90.6138950449673,1
1500,-2.4,90.8092522856376,1
1500,-2.3,90.9566480530364,1
1500,-2.2,91.5821474826124,1
1500,-2.1,91.539567920486,1
1500,-2,91.9624955874437,1
1500,-1.9,91.8119791519287,1
1500,-0.0999999999999996,88.3687228837649,1
1500,0,89.2634134365595,1
1500,0.0999999999999996,88.4680748429801,1
1500,1.9,0,0
1500,2,91.294745279736,1
1500,2.1,92.7830136929248,1
1500,2.2,92.3936520164358,1
1500,2.3,91.4279403630079,1
1500,2.4,0,0
1500,2.5,91.4987703587672,1
1500,2.6,90.7981633028326,1
1500,2.7,89.788780623116,1
1500,2.8,0,0
1500,2.9,0,0
1500,3,0,0
