z,th,score,pass
500,0.5,85.8896863602905,1
500,0.6,85.7785341556309,1
500,0.7,85.7600608687991,1
500,0.8,85.6354911190628,1
500,0.9,85.3461771390013,1
500,1,85.2036588052435,1
500,1.1,85.5611651499183,1
500,1.2,86.5564858584231,1
800,-3,0,0
800,-2.9,0,0
800,-2.8,79.0660514265369,1
800,-2.7,0,0
800,-2.6,0,0
800,-2.5,90.9870634744926,1
800,-2.4,92.1009524527247,1
800,-2.3,93.1237838698758,1
800,-2.2,90.9173522149949,1
800,-2.1,93.1894152155426,1
800,-2,93.3901566760961,1
800,-1.9,93.6097028120221,1
800,-1.8,93.6756243068294,1
800,-1.7,93.9758934042913,1
800,-1.6,94.1053344776148,1
800,-1.5,93.9267801274324,1
800,-1.4,87.2460478244701,1
800,-1.3,85.9948619141839,1
800,-1.2,86.4047922882571,1
800,-1.1,86.1720329625596,1
800,-1,86.0966748277373,1
800,-0.9,85.8255429065084,1
800,-0.8,85.7962588690117,1
800,-0.7,85.9547916946455,1
800,-0.6,85.9085539646034,1
800,-0.5,86.3380429274325,1
800,-0.4,85.4423488910869,1
800,-0.3,86.0882951636955,1
800,-0.2,86.7493008886126,1
800,-0.0999999999999996,87.345519055691,1
800,0,87.4762061814781,1
800,0.0999999999999996,87.345519055691,1
800,0.2,86.7493008886126,1
800,0.3,86.0882951636955,1
800,0.4,85.4423488910869,1
800,0.5,86.3380429274325,1
800,0.6,85.9085539646034,1
800,0.7,85.9547916946455,1
800,0.8,85.7962588690117,1
800,0.9,85.8255429065084,1
800,1,86.0966748277373,1
800,1.1,86.1720329625596,1
800,1.2,86.4047922882571,1
800,1.3,86.8708163385577,1
800,1.4,87.2460478244701,1
800,1.5,93.9267801274324,1
800,1.6,94.1053344776148,1
800,1.7,93.9758934042913,1
800,1.8,93.6756243068294,1
800,1.9,91.2884914987073,1
800,2,60.8751735286351,1
800,2.1,93.6833539283934,1
800,2.2,93.3353335771617,1
800,2.3,93.5620146361823,1
800,2.4,93.4081948470279,1
800,2.5,92.9178129031232,1
800,2.6,92.062947727439,1
800,2.7,88.7945634966647,1
800,2.8,0,0
800,2.9,74.676968983126,1
800,3,0,0
1200,-3,0,0
1200,-2.9,0,0
1200,-2.8,0,0
1200,-2.7,0,0
1200,-2.6,0,0
1200,-2.5,0,0
1200,-2.4,84.7555396463409,1
1200,-2.3,91.4032701481606,1
1200,-2.2,86.2128132827062,1
1200,-2.1,89.3265631810049,1
1200,-2,89.8849100820753,1
1200,-1.9,90.6780782399466,1
1200,-0.0999999999999996,86.7885419316778,1
1200,0,87.1787486913752,1
1200,0.0999999999999996,86.7885419316778,1
1200,1.9,85.9074249775869,1
1200,2,0,0
1200,2.1,90.6387468703236,1
1200,2.2,89.6060312338779,1
1200,2.3,90.8381634341894,1
1200,2.4,91.258893490528,1
1200,2.5,91.9141164637408,1
1200,2.6,83.9648124339121,1
1200,2.7,0,0
1200,2.8,0,0
1200,2.9,0,0
1200,3,0,0
1500,-3,0,0
1500,-2.9,0,0
1500,-2.8,0,0
1500,-2.7,0,0
1500,-2.6,0,0
1500,-2.5,0,0
1500,-2.4,78.525935984927,1
1500,-2.3,89.2070350978967,1
1500,-2.2,0,0
1500,-2.1,89.8823713332018,1
1500,-2,90.3481873171742,1
1500,-1.9,90.5891096764504,1
1500,-0.0999999999999996,0,0
1500,0,87.2312233078984,1
1500,0.0999999999999996,0,0
1500,1.9,0,0
1500,2,0,0
1500,2.1,90.5750229762177,1
1500,2.2,90.2036480917548,1
1500,2.3,90.0327190806292,1
1500,2.4,89.7744483382555,1
1500,2.5,89.0301810784717,1
1500,2.6,77.6611450618895,1
1500,2.7,0,0
1500,2.8,0,0
1500,2.9,0,0
1500,3,0,0
