z,th,score,pass
650,-3,0,0
650,-2.9,0,0
650,-2.8,0,0
650,-2.7,84.2379656322386,1
650,-2.6,90.5336005914871,1
650,-2.5,92.3405875726158,1
650,2.5,93.7327316731738,1
650,2.6,92.6272453723387,1
650,2.7,0,0
650,2.8,0,0
650,2.9,0,0
650,3,0,0
800,-3,0,0
800,-2.9,0,0
800,-2.8,0,0
800,-2.7,0,0
800,-2.6,92.1224368288303,1
800,-2.5,93.353601749516,1
800,2.5,93.7827320289035,1
800,2.6,93.454747745538,1
800,2.7,92.662899307974,1
800,2.8,92.6583386988126,1
800,2.9,93.2785230448471,1
800,3,0,0
900,-3,0,0
900,-2.9,85.965051710944,1
900,-2.8,0,0
900,-2.7,0,0
900,-2.6,90.6504629317265,1
900,-2.5,93.3820109394366,1
900,2.5,93.7308380157218,1
900,2.6,93.4675176591257,1
900,2.7,91.5587498362787,1
900,2.8,89.715486106399,1
900,2.9,52.9707190058157,1
900,3,86.6164872772245,1
1000,-3,0,0
1000,-2.9,0,0
1000,-2.8,0,0
1000,-2.7,0,0
1000,-2.6,89.3155879074852,1
1000,-2.5,93.0891153670113,1
1000,2.5,93.524488763136,1
1000,2.6,93.3664738030429,1
1000,2.7,90.528090007937,1
1000,2.8,87.7527738630294,1
1000,2.9,93.2079305024139,1
1000,3,0,0
1200,-3,0,0
1200,-2.9,0,0
1200,-2.8,0,0
1200,-2.7,0,0
1200,-2.6,86.3160035902943,1
1200,-2.5,92.2555345600418,1
1200,-2.4,92.0034188567912,1
1200,-2.3,91.4464795743411,1
1200,-2.2,91.3893837234375,1
1200,-2.1,91.7722406445654,1
1200,-2,92.2155739594721,1
1200,-1.9,91.686975042035,1
1200,-0.0999999999999996,88.9709838645568,1
1200,0,89.4432458109736,1
1200,0.0999999999999996,88.5886281325345,1
1200,1.9,90.9264580220649,1
1200,2,92.6396891824174,1
1200,2.1,92.1511778547748,1
1200,2.2,93.3060644360379,1
1200,2.3,0,0
1200,2.4,92.2548964501623,1
1200,2.5,91.8566957396461,1
1200,2.6,92.18827904331,1
1200,2.7,88.1633800757742,1
1200,2.8,83.4264803974639,1
1200,2.9,92.9447953336892,1
1200,3,0,0
1500,-3,0,0
1500,-2.9,0,0
1500,-2.8,0,0
1500,-2.7,0,0
1500,-2.6,83.2918182362434,1
1500,-2.5,90.6138950449673,1
1500,-2.4,90.8092522856376,1
1500,-2.3,90.9566480530364,1
1500,-2.2,91.5480072876446,1
1500,-2.1,91.539567920486,1
1500,-2,91.8937043505588,1
1500,-1.9,91.8119791519287,1
1500,-0.0999999999999996,88.3687228837649,1
1500,0,89.2634134365595,1
1500,0.0999999999999996,88.4680748429801,1
1500,1.9,91.0981732229216,1
1500,2,91.9795675745028,1
1500,2.1,92.739514588202,1
1500,2.2,92.353926765592,1
1500,2.3,0,0
1500,2.4,91.6206861405996,1
1500,2.5,91.2676986202977,1
1500,2.6,90.7500723145916,1
1500,2.7,87.6899029125685,1
1500,2.8,81.4958354013864,1
1500,2.9,92.3098440317801,1
1500,3,0,0
